"f_stop_max","lens_type","f_stop_min","lens_mount","dp_review_link","focal_length","dp_lens_detail_link","year_released","lens_brand","msrp","msrp__002","lens_name"
"F4–5.6","Zoom lens","F32","Canon EF-S, Nikon F (DX), Sony/Minolta Alpha","null","55–200 ","https://www.dpreview.com/products/tamron/lenses/tamron_55-200_4-5p6_di_ii","","Tamron","99.95 ","158.04","Tamron AF 55-200mm F/4-5.6 Di II LD Macro"
"F2.8","Zoom lens","F22","Canon EF, Nikon F (FX), Sony/Minolta Alpha","https://www.dpreview.com/reviews/tamron-24-70mm-2p8-vc-usd","24–70 ","https://www.dpreview.com/products/tamron/lenses/tamron_24-70_2p8","","Tamron","675.99 ","1,250.91","Tamron SP 24-70mm F2.8 Di VC USD"
"F3.5–6.3","Zoom lens","F22–40","Canon EF, Nikon F (FX)","null","28–300 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-300_3p5-6p3_di_vc","","Tamron","","","Tamron AF 28-300mm F/3.5-6.3 XR Di VC LD Aspherical (IF) Macro"
"F3.5–6.3","Zoom lens","F22","Canon EF, Nikon F (FX), Pentax KAF, Sony/Minolta Alpha","null","28–300 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-300_3p5-6p3_di","","Tamron","499.99","","Tamron AF 28-300mm F/3.5-6.3 XR Di LD Aspherical (IF) Macro"
"F2.8","Zoom lens","F22","Canon EF, Nikon F (FX), Sony/Minolta Alpha DT","null","15–30 ","https://www.dpreview.com/products/tamron/lenses/tamron_15-30_2p8_vc","Sep 12, 2014","Tamron","864.86 ","889.99","Tamron SP 15-30mm F/2.8 Di VC USD"
"F3.8–5.6","Zoom lens","F22","Canon EF, Nikon F (FX), Pentax KAF, Sony/Minolta Alpha","null","28–200 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-200_3p8-5p6_di","","Tamron","","","Tamron AF 28-200mm F/3.8-5.6 XR Di Aspherical (IF) Macro"
"F3.5–5.6","Zoom lens","F22","Canon EF, Pentax KAF, Sony/Minolta Alpha, Nikon F (FX)","null","28–80 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-80_3p5-5p6","","Tamron","79.99","","Tamron AF 28-80mm F/3.5-5.6 Aspherical"
"F2.8","Zoom lens","F32","Canon EF, Nikon F (FX), Pentax KAF, Sony/Minolta Alpha","null","28–75 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-75_2p8_di","","Tamron","287.10 ","499.00","Tamron AF 28-75mm F/2.8 XR Di LD Aspherical (IF)"
"F3.5–6.3","Zoom lens","F22","Canon EF-S, Nikon F (DX), Pentax KAF, Sony/Minolta Alpha","null","18–200 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-200_3p5-6p3_di_ii","","Tamron","169.99 ","350.99","Tamron AF 18-200mm F/3.5-6.3 XR Di II LD Aspherical (IF) Macro"
"F3.6–6.3","Zoom lens","F22–40","Canon EF-S, Nikon F (DX)","https://www.dpreview.com/reviews/tamron-18-270-3p5-6p3-vc-n15","18–270 ","https://www.dpreview.com/products/tamron/lenses/tamron_18_270_3p5_6p3_vc","Jul 30, 2008","Tamron","389.00","","Tamron AF 18-270mm F/3.5-6.3 Di II VC LD Aspherical (IF) MACRO"
"F3.5–6.3","Zoom lens","F22–40","Sony/Minolta Alpha DT","null","18–270 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-270_3p5-6p3_pzd","","Tamron","515.00 ","849.00","Tamron 18-270mm F3.5-6.3 Di II PZD"
"F4.5–6.3","Zoom lens","F32–45","Canon EF, Nikon F (FX)","null","100–400 ","https://www.dpreview.com/products/tamron/lenses/tamron_100-400_4p6-6p3_di_vc_usd","","Tamron","","","Tamron 100-400mm F4.5-6.3 Di VC USD"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-S, Nikon F (DX)","null","18–400 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-400_3p5-6p3_di_ii_vc_hld","","Tamron","","","Tamron 18-400mm F3.5-6.3 Di II VC HLD"
"F3.5–6.3","Zoom lens","F22–40","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","28–300 ","https://www.dpreview.com/products/tamron/lenses/tamron_28-300_3p5-6p3_di_vc_pzd","","Tamron","555.00 ","590.84","Tamron 28-300mm F/3.5-6.3 Di VC PZD"
"F3.5–6.3","Zoom lens","F22","Canon EF-S, Nikon F (DX), Pentax KAF, Sony/Minolta Alpha","null","18–250 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-250_3p5-6p3_di_ii","","Tamron","399.99","","Tamron AF 18-250mm F/3.5-6.3 Di II LD Aspherical (IF) Macro"
"F3.5–5.6","Zoom lens","F22–40","Canon EF, Nikon F (DX), Sony/Minolta Alpha","null","18–200 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-200_3p5-6p3_di_ii_vc","","Tamron","199.00","","Tamron 18-200mm F3.5-6.3 Di II VC"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-M, Sony E","null","18–200 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-200_3p5-6p3_di_iii_vc","","Tamron","499.00 ","580.11","Tamron 18-200mm F/3.5-6.3 Di III VC"
"F4","Zoom lens","F22","Sony FE","null","16–35 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_16-35_f4_za_oss","Sep 15, 2014","Sony","1,050.00","","Sony Vario-Tessar T* FE 16-35mm F4 ZA OSS"
"F3.5–5.8","Zoom lens","F22","Micro Four Thirds","null","14–150 ","https://www.dpreview.com/products/tamron/lenses/tamron_14-150mm_3p5-5p8","Jun 19, 2014","Tamron","399.00 ","479.57","Tamron 14-150mm F/3.5-5.8 Di III"
"F3.5–22","Zoom lens","F4.5–29","Canon EF-S, Nikon F (DX)","null","10–24 ","https://www.dpreview.com/products/tamron/lenses/tamron_10-24_3p5-4p5_di_ii_vc_hld","","Tamron","","","Tamron 10-24mm F3.5-4.5 Di II VC HLD"
"F4","Zoom lens","F22","Sony E","null","16–70 ","https://www.dpreview.com/products/sony/lenses/sony_e_16_70_4_oss","Aug 27, 2013","Sony","998.00","","Sony Vario-Tessar T* E 16-70mm F4 ZA OSS"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-S, Nikon F (DX), Sony/Minolta Alpha","https://www.dpreview.com/reviews/tamron-16-300mm-f-3-5-6-3-di-ii-vc-pzd-macro","16–300 ","https://www.dpreview.com/products/tamron/lenses/tamron_16-300-3p5-6p3","","Tamron","434.62 ","499.00","Tamron 16-300mm F/3.5-6.3 Di II VC PZD Macro"
"F3.5–6.3","Zoom lens","F22–40","Canon EF-S, Nikon F (DX), Sony/Minolta Alpha DT","https://www.dpreview.com/reviews/tamron-18-270mm-3p5-6p3-vc-pzd","18–270 ","https://www.dpreview.com/products/tamron/lenses/tamron_18-270_3p5-6p3_vc_pzd","","Tamron","295.09 ","405.88","Tamron 18-270mm F/3.5-6.3 Di II VC PZD"
"F1.4","Prime lens","F16","Sony FE","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_fe_50_1p4_za","Jul 11, 2016","Sony","1,498.00","","Sony Planar T* FE 50mm F1.4 ZA"
"F4.5–5.6","Zoom lens","F32–40","Sony FE","null","100–400 ","https://www.dpreview.com/products/sony/lenses/sony_fe_100-400_4p5-5p6_gm_oss","","Sony","2,498.00","","Sony FE 100-400mm F4.5-5.6 GM OSS"
"F2.8","Prime lens","F22","Sony FE","null","90 ","https://www.dpreview.com/products/sony/lenses/sony_fe_90_2p8_macro_g_oss","","Sony","1,042.39 ","1,148.00","Sony FE 90mm F2.8 Macro G OSS"
"F4","Zoom lens","F22–36","Sony FE","null","70–200 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_fe_70_200_4_oss","Oct 16, 2013","Sony","1,216.99 ","1,548.00","Sony FE 70-200mm F4 G OSS"
"F4","Zoom lens","F22","Sony FE","null","28–135 ","https://www.dpreview.com/products/sony/lenses/sony_fe_pz_28-135_4_g_oss","Sep 12, 2014","Sony","2,498.00 ","2,698.00","Sony FE PZ 28-135mm F4 G OSS"
"F2.8","Prime lens","F20","Sony FE","null","100 ","https://www.dpreview.com/products/sony/lenses/sony_fe_100_2p8_stf_gm_oss","","Sony","1,498.00","","Sony FE 100mm F2.8 STF GM OSS"
"F4.5–5.6","Zoom lens","F22–29","Sony FE","null","70–300 ","https://www.dpreview.com/products/sony/lenses/sony_fe_70-300_4p5-5p6_g_oss","Mar 29, 2016","Sony","1,196.00 ","1,198.00","Sony FE 70-300mm F4.5-5.6 G OSS"
"F1.4","Prime lens","F16","Sony FE","null","85 ","https://www.dpreview.com/products/sony/lenses/sony_fe_85mm_1p4_gm","","Sony","1,798.00","","Sony FE 85mm F1.4 GM"
"F2.8","Prime lens","F16","Sony FE","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_fe_50_2p8_macro","Aug 30, 2016","Sony","498.00","","Sony FE 50mm F2.8 Macro"
"F1.8","Prime lens","F22","Sony FE","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_fe_50_1p8","Mar 29, 2016","Sony","248.00","","Sony FE 50mm F1.8"
"F2","Prime lens","F22","Sony FE","null","28 ","https://www.dpreview.com/products/sony/lenses/sony_28_f2","","Sony","","","Sony FE 28mm F2"
"F2.8","Zoom lens","F22","Sony FE","null","70–200 ","https://www.dpreview.com/products/sony/lenses/sony_fe_70-200_2p8_gm_oss","","Sony","2,598.00 ","3,496.00","Sony FE 70-200mm F2.8 GM OSS"
"F2.8","Prime lens","F22","Sony FE","https://www.dpreview.com/reviews/sony-fe-35-2-8","35 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_fe_35_2p8_za","Oct 16, 2013","Sony","","","Sony FE 35mm F2.8 ZA Carl Zeiss Sonnar T*"
"F3.5–6.3","Zoom lens","F22–40","Sony FE","null","24–240 ","https://www.dpreview.com/products/sony/lenses/sony_fe_24-240_3p5-6p3_oss","","Sony","998.00","","Sony FE 24-240mm F3.5-6.3 OSS"
"F3.5–5.6","Zoom lens","F22","Sony FE","null","28–70 ","https://www.dpreview.com/products/sony/lenses/sony_fe_28-70_3p5-5p6","Oct 16, 2013","Sony","259.99","","Sony FE 28-70mm F3.5-5.6 OSS"
"F1.8","Prime lens","F22","Sony FE","https://www.dpreview.com/reviews/sony-fe-55-1-8","55 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_fe_55_1p8_za","Oct 16, 2013","Sony","768.00","","Sony FE 55mm F1.8 ZA Carl Zeiss Sonnar T*"
"F3.5–6.3","Zoom lens","F22–40","Sony E","null","18–200 ","https://www.dpreview.com/products/sony/lenses/sony_e_18-200_pw","Sep 12, 2012","Sony","898.00","","Sony E PZ 18-200mm F3.5-6.3 OSS"
"F4","Zoom lens","F22","Sony FE","null","24–105 ","https://www.dpreview.com/products/sony/lenses/sony_fe_24-105_4p0_g_oss","","Sony","","","Sony FE 24-105mm F4 G OSS"
"F4","Zoom lens","F22","Sony E","null","18–105 ","https://www.dpreview.com/products/sony/lenses/sony_e_pz_18_105_4_g_oss","Aug 27, 2013","Sony","559.00","","Sony E PZ 18-105mm F4 G OSS"
"F2.8–22","Zoom lens","F2.8–22","Sony FE","null","16–35 ","https://www.dpreview.com/products/sony/lenses/sony_fe_16-35_2p8_gm","","Sony","2,198.00","","Sony FE 16-35mm F2.8 GM"
"F2.8","Zoom lens","F22","Sony FE","null","24–70 ","https://www.dpreview.com/products/sony/lenses/sony_fe_24-70_2p8_gm","","Sony","2,198.00","","Sony FE 24-70mm F2.8 GM"
"F4–22","Zoom lens","F4–22","Sony FE","null","12–24 ","https://www.dpreview.com/products/sony/lenses/sony_fe_12-24_4_g","","Sony","1,698.00","","Sony FE 12-24mm F4 G"
"F4","Zoom lens","F22","Sony FE","null","24–70 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_fe_24_70_4p0_za_oss","Oct 16, 2013","Sony","869.99 ","1,196.00","Sony FE 24-70mm F4 ZA OSS Carl Zeiss Vario Tessar T*"
"F3.5","Prime lens","F22","Sony E","null","30 ","https://www.dpreview.com/products/sony/lenses/sony_e_30_3p5_macro","","Sony","218.01 ","278.00","Sony E 30mm F3.5 Macro"
"F2.8","Prime lens","F22","Sony E","null","20 ","https://www.dpreview.com/products/sony/lenses/sony_e_20_2p8","Jan 23, 2013","Sony","348.00","","Sony E 20mm F2.8"
"F1.8","Prime lens","F22","Sony E","null","35 ","https://www.dpreview.com/products/sony/lenses/sony_e_35_1p8","Sep 12, 2012","Sony","409.00","","Sony E 35mm F1.8 OSS"
"F3.5–6.3","Zoom lens","F22–40","Sony E","null","18–200 ","https://www.dpreview.com/products/sony/lenses/sony_e_18-200_3p5-6p3_le","May 17, 2012","Sony","650.41 ","1,086.88","Sony E 18-200mm F3.5-6.3 OSS LE"
"F1.8","Prime lens","F22","Sony E","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_e_50_1p8","Aug 24, 2011","Sony","264.64","","Sony E 50mm F1.8 OSS"
"F3.5–6.3","Zoom lens","F22–40","Sony E","null","18–200 ","https://www.dpreview.com/products/sony/lenses/sony_e_18-200_3p5-6p3","May 11, 2010","Sony","740.00","","Sony E 18-200mm F3.5-6.3 OSS"
"F3.5–5.6","Zoom lens","F22–32","Sony E","null","18–55 ","https://www.dpreview.com/products/sony/lenses/sony_e_18-55_3p5-5p6_oss","May 11, 2010","Sony","149.99 ","274.37","Sony E 18-55mm F3.5-5.6 OSS"
"F4.5–6.3","Zoom lens","F22–32","Sony E","null","55–210 ","https://www.dpreview.com/products/sony/lenses/sony_e_55-210_4p5-6p3","Aug 24, 2011","Sony","206.95 ","348.00","Sony E 55-210mm F4.5-6.3 OSS"
"F4.5–5.6","Zoom lens","F22–29","Sony/Minolta Alpha","null","55–300 ","https://www.dpreview.com/products/sony/lenses/sony_dt_55-300_4p5-5p6_sam","Jul 25, 2012","Sony","298.00 ","561.28","Sony DT 55-300mm F4.5-5.6 SAM"
"F3.5–5.6","Zoom lens","F22–36","Sony E","null","16–50 ","https://www.dpreview.com/products/sony/lenses/sony_e_16-50_3p5-5p6","Sep 12, 2012","Sony","174.95 ","948.00","Sony E 16-50mm F3.5-5.6 PZ OSS"
"F1.8","Prime lens","F32","Sony/Minolta Alpha","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_50_1p8","May 18, 2009","Sony","168.00","","Sony DT 50mm F1.8 SAM"
"F1.4","Prime lens","F16","Sony FE","null","35 ","https://www.dpreview.com/products/sony/lenses/sony_fe_35_1p4_za","","Sony","1,399.99 ","1,698.00","Sony Distagon T* FE 35mm F1.4 ZA"
"F2.8","Prime lens","F22","Sony E","null","16 ","https://www.dpreview.com/products/sony/lenses/sony_e_16_2p8","May 11, 2010","Sony","231.37 ","248.00","Sony E 16mm F2.8 Pancake"
"F1.8","Prime lens","F22","Sony/Minolta Alpha","null","35 ","https://www.dpreview.com/products/sony/lenses/sony_35_1p8","Jul 27, 2010","Sony","172.20 ","305.20","Sony DT 35mm F1.8 SAM"
"F2.8","Prime lens","F22","Sony/Minolta Alpha","null","30 ","https://www.dpreview.com/products/sony/lenses/sony_30_2p8","May 18, 2009","Sony","172.02 ","273.92","Sony DT 30mm F2.8 Macro SAM"
"F4","Zoom lens","F22","Sony E","null","10–18 ","https://www.dpreview.com/products/sony/lenses/sony_e_10-18_4","Sep 12, 2012","Sony","848.00","","Sony E 10-18mm F4 OSS"
"F4–5.6","Zoom lens","F32–45","Sony/Minolta Alpha","null","55–200 ","https://www.dpreview.com/products/sony/lenses/sony_dt_55-200_4-5p6_sam","May 18, 2009","Sony","169.29 ","198.00","Sony DT 55-200mm F4-5.6 SAM"
"F3.5–6.3","Zoom lens","F22–40","Sony/Minolta Alpha","null","18–200 ","https://www.dpreview.com/products/sony/lenses/sony_dt_18-200_3p5-6p3","Jun 15, 2006","Sony","297.00 ","449.99","Sony DT 18-200mm F3.5-6.3"
"F3.5–6.3","Zoom lens","F22–40","Sony/Minolta Alpha","null","18–250 ","https://www.dpreview.com/products/sony/lenses/sony_dt_18-250_3p5-6p3","","Sony","434.00","","Sony DT 18-250mm F3.5-6.3"
"F3.5–5.6","Zoom lens","F22–39","Sony/Minolta Alpha","https://www.dpreview.com/reviews/sony-18-70-3p5-5p6-m15","18–70 ","https://www.dpreview.com/products/sony/lenses/sony_18-70_3p5-5p6","Jun 15, 2006","Sony","196.83","","Sony DT 18-70mm F3.5-5.6"
"F3.5–5.6","Zoom lens","F22–36","Sony/Minolta Alpha","https://www.dpreview.com/reviews/sony-16-105-3p5-5p6-m15","16–105 ","https://www.dpreview.com/products/sony/lenses/sony_16-105_3p5-5p6","","Sony","695.59 ","698.00","Sony DT 16-105mm F3.5-5.6"
"F3.5–5.6","Zoom lens","F22–32","Sony/Minolta Alpha","null","18–135 ","https://www.dpreview.com/products/sony/lenses/sony_18-135_3p5-5p6","Jun 17, 2012","Sony","368.58 ","498.00","Sony DT 18-135mm F3.5-5.6 SAM"
"F4.5–5.6","Zoom lens","F22–29","Sony/Minolta Alpha","null","11–18 ","https://www.dpreview.com/products/sony/lenses/sony_dt_11-18_4p5-5p6","Jun 15, 2006","Sony","798.00","","Sony DT 11-18mm F4.5-5.6"
"F3.5–5.6","Zoom lens","F22–36","Sony/Minolta Alpha","null","18–55 ","https://www.dpreview.com/products/sony/lenses/sony_18-55_3p5-5p6ii","Feb 20, 2013","Sony","218.00 ","227.07","Sony DT 18-55mm F3.5-5.6 SAM II"
"F3.5–4.5","Zoom lens","F22–29","Sony/Minolta Alpha","null","16–80 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_16-80_3p5-4p5_za","","Sony","929.49 ","998.00","Sony DT 16-80mm F3.5-4.5 ZA Carl Zeiss Vario-Sonnar T*"
"F3.5–5.6","Zoom lens","F22–36","Sony/Minolta Alpha","null","18–55 ","https://www.dpreview.com/products/sony/lenses/sony_18-55_3p5-5p6","May 18, 2009","Sony","173.39 ","225.99","Sony DT 18-55mm F3.5-5.6 SAM"
"F1.8","Prime lens","F22","Sony E","null","24 ","https://www.dpreview.com/products/sony/lenses/sony_e_24_1p8","Aug 24, 2011","Sony","819.98 ","1,098.00","Sony Carl Zeiss Sonnar T* E 24mm F1.8 ZA"
"F2.8","Prime lens","F32","Sony/Minolta Alpha","null","300 ","https://www.dpreview.com/products/sony/lenses/sony_300_2p8","Sep 12, 2012","Sony","7,498.00","","Sony 300mm F2.8 G SSM II"
"F1.4","Prime lens","F22","Sony/Minolta Alpha","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_50_1p4_za_ssm","Feb 20, 2013","Sony","1,200.00 ","2,055.50","Sony Carl Zeiss Planar T* 50mm F1.4 ZA SSM"
"F2.8","Zoom lens","F22","Sony/Minolta Alpha","null","16–50 ","https://www.dpreview.com/products/sony/lenses/sony_16-50_2p8","Aug 24, 2011","Sony","597.99 ","798.00","Sony DT 16-50mm F2.8 SSM"
"F2.8","Prime lens","F32","Sony/Minolta Alpha","null","300 ","https://www.dpreview.com/products/sony/lenses/sony_300_2p8_g","","Sony","6,998.00","","Sony 300mm F2.8 G"
"F2.8","Prime lens","F31","Sony/Minolta Alpha","null","135 ","https://www.dpreview.com/products/sony/lenses/sony_135_2p8_stf","","Sony","799.00 ","1,398.00","Sony 135mm F2.8 (T4.5) STF"
"F2.8","Prime lens","F22","Sony/Minolta Alpha","null","85 ","https://www.dpreview.com/products/sony/lenses/sony_85_2p8","Jul 27, 2010","Sony","218.80 ","298.00","Sony 85mm F2.8 SAM"
"F4","Prime lens","F32","Sony/Minolta Alpha","null","500 ","https://www.dpreview.com/products/sony/lenses/sony_500mm_4_g","","Sony","12,835.98 ","12,998.00","Sony 500mm F4 G SSM"
"F8","Prime lens","F8","Sony/Minolta Alpha","null","500 ","https://www.dpreview.com/products/sony/lenses/sony_500_8","","Sony","","","Sony 500mm F8 Reflex"
"F4.5–5.6","Zoom lens","F32–38","Sony/Minolta Alpha","null","75–300 ","https://www.dpreview.com/products/sony/lenses/sony_75-300_4p5-5p6","Jun 15, 2006","Sony","251.40 ","269.99","Sony 75-300mm F4.5-5.6"
"F2.8","Prime lens","F32","Sony/Minolta Alpha","null","100 ","https://www.dpreview.com/products/sony/lenses/sony_100_2p8_macro","","Sony","599.06 ","798.00","Sony 100mm F2.8 Macro"
"F4–5.6","Zoom lens","F22","Sony/Minolta Alpha","null","70–400 ","https://www.dpreview.com/products/sony/lenses/sony_70-400_4-5p6_gssmii","Feb 20, 2013","Sony","2,198.00","","Sony 70-400mm F4-5.6 G SSM II"
"F1.8","Prime lens","F22","Sony/Minolta Alpha","null","135 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_135_1p8_za","","Sony","1,798.00","","Sony 135mm F1.8 ZA Carl Zeiss Sonnar T*"
"F4.5–5.6","Zoom lens","F22–29","Sony/Minolta Alpha","null","70–300 ","https://www.dpreview.com/products/sony/lenses/sony_70-300_4p5-5p6_gssm","Jan 30, 2008","Sony","","","Sony 70-300mm F4.5-5.6 G SSM"
"F1.4","Prime lens","F22","Sony/Minolta Alpha","null","85 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_85_1p4_za","","Sony","1,431.00 ","1,698.00","Sony 85mm F1.4 ZA Carl Zeiss Planar T*"
"F4–5.6","Zoom lens","F22–32","Sony/Minolta Alpha","null","70–400 ","https://www.dpreview.com/products/sony/lenses/sony_70-400_4-5p6_gssm","","Sony","1,899.00","","Sony 70-400mm F4-5.6 G SSM"
"F2.8","Zoom lens","F32","Sony/Minolta Alpha","null","70–200 ","https://www.dpreview.com/products/sony/lenses/sony_70-200_2p8_ssm_ii","Oct 16, 2013","Sony","2,663.02","","Sony 70-200mm F2.8 G SSM II"
"F1.4","Prime lens","F22","Sony/Minolta Alpha","https://www.dpreview.com/reviews/sony-50-1p4-m15","50 ","https://www.dpreview.com/products/sony/lenses/sony_50_1p4","Jun 15, 2006","Sony","369.40","","Sony 50mm F1.4"
"F2.8","Zoom lens","F32","Sony/Minolta Alpha","https://www.dpreview.com/reviews/sony-70-200-2p8-m15","70–200 ","https://www.dpreview.com/products/sony/lenses/sony_70-200_2p8","","Sony","2,500.00","","Sony 70-200mm F2.8 G"
"F4.5–5.6","Zoom lens","F22–29","Sony/Minolta Alpha","null","70–300 ","https://www.dpreview.com/products/sony/lenses/sony_70-300_4p5-5p6_g_ssm_ii","Nov 20, 2014","Sony","1,062.13 ","1,148.00","Sony 70-300mm F4.5-5.6 G SSM II"
"F1.4","Prime lens","F22","Sony/Minolta Alpha","null","35 ","https://www.dpreview.com/products/sony/lenses/sony_35_1p4_g","","Sony","1,498.00","","Sony 35mm F1.4 G"
"F2.8","Prime lens","F32","Sony/Minolta Alpha","null","50 ","https://www.dpreview.com/products/sony/lenses/sony_50_2p8_macro","","Sony","497.79","","Sony 50mm F2.8 Macro"
"F2.8","Prime lens","F22","Sony/Minolta Alpha","null","28 ","https://www.dpreview.com/products/sony/lenses/sony_28_2p8","","Sony","","","Sony 28mm F2.8"
"F2.8","Zoom lens","F32","Sony/Minolta Alpha","null","28–75 ","https://www.dpreview.com/products/sony/lenses/sony_28-75_2p8","Aug 27, 2009","Sony","898.00","","Sony 28-75mm F2.8 SAM"
"F2.8","Prime lens","F22","Sony/Minolta Alpha","null","16 ","https://www.dpreview.com/products/sony/lenses/sony_16_2p8_fe","Jun 15, 2006","Sony","998.00","","Sony 16mm F2.8 Fisheye"
"F2.8","Zoom lens","F22","Sony/Minolta Alpha","null","16–35 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_16-35_2p8_zassm","","Sony","","","Sony 16-35mm F2.8 ZA SSM Carl Zeiss Vario-Sonnar T*"
"F2.8","Zoom lens","F22","Sony/Minolta Alpha","null","24–70 ","https://www.dpreview.com/products/sony/lenses/sony_zeiss_24-70_2p8_zassm","Jan 30, 2008","Sony","1,956.00 ","1,999.99","Sony 24-70mm F2.8 ZA SSM Carl Zeiss Vario-Sonnar T*"
"F2.8","Prime lens","F22","Sony/Minolta Alpha","null","20 ","https://www.dpreview.com/products/sony/lenses/sony_20_2p8","Jun 15, 2006","Sony","389.00 ","748.00","Sony 20mm F2.8"
"","Teleconverter","","Sony/Minolta Alpha","null","","https://www.dpreview.com/products/sony/lenses/sony_2x_teleconverter","","Sony","488.23 ","548.00","Sony 2.0x Teleconverter"
"","Teleconverter","","Sony/Minolta Alpha","null","","https://www.dpreview.com/products/sony/lenses/sony_1p4x_teleconverter","","Sony","548.00 ","761.67","Sony 1.4x Teleconverter"
